"","RPT_no","Provider_no","Bed_days_avail","Year","Hospital_days","Occupancy_rate"
"567",666835,"421300",9125,2017,1693,0.185534246575342
"568",666998,"420033",25550,2017,10296,0.402974559686888
"569",666999,"420078",254405,2017,200988,0.790031642459857
"570",667092,"422009",11680,2017,8610,0.737157534246575
"571",643373,"420072",11680,2018,2488,0.213013698630137
"572",643840,"420033",20805,2018,8362,0.401922614756068
"573",643841,"420037",15695,2018,3878,0.247085058935967
"574",643842,"420038",15695,2018,7703,0.49079324625677
"575",643846,"420102",13870,2018,8904,0.64196106705119
"576",643847,"422006",12775,2018,8646,0.67679060665362
"577",643848,"422008",16425,2018,7620,0.463926940639269
"578",643943,"420048",44895,2018,17708,0.394431451163827
"579",644559,"420067",60955,2018,34357,0.563645312115495
"580",644777,"420015",32485,2018,12093,0.372264121902416
"581",644780,"420071",105850,2018,52350,0.49456778460085
"582",644781,"420106",27740,2018,17267,0.622458543619322
"583",645166,"420007",179945,2018,154906,0.860851926977688
"584",645167,"420009",44530,2018,20994,0.471457444419492
"585",645170,"420019",13140,2018,3318,0.252511415525114
"586",645172,"420026",121180,2018,42638,0.35185674203664
"587",645173,"420055",34310,2018,6717,0.195773826872632
"588",645174,"420068",91615,2018,46932,0.512274190907603
"589",645180,"420103",17520,2018,10503,0.599486301369863
"590",645181,"420108",17885,2018,2420,0.135308918087783
"591",645182,"421301",9125,2018,2984,0.327013698630137
"592",645183,"422004",24455,2018,11084,0.453240646084645
"593",645356,"420005",26280,2018,7776,0.295890410958904
"594",645359,"420057",13140,2018,6909,0.525799086757991
"595",645361,"420105",56575,2018,23992,0.424074237737517
"596",645362,"420107",19808,2018,9784,0.493941841680129
"597",645363,"420109",19240,2018,8435,0.438409563409563
"598",645444,"421300",9125,2018,1565,0.171506849315068
"599",645445,"421303",9125,2018,3669,0.402082191780822
"600",645446,"421304",9125,2018,4882,0.535013698630137
"601",647635,"424010",47450,2018,40705,0.857850368809273
"602",647756,"424002",34675,2018,28993,0.836135544340303
"603",647757,"424006",39420,2018,24162,0.612937595129376
"604",647758,"424007",16060,2018,10438,0.649937733499377
"605",647759,"424008",44530,2018,32040,0.719514933752526
"606",647827,"420036",60590,2018,18210,0.300544644330748
"607",648315,"420030",37230,2018,14434,0.387698092935804
"608",648361,"424014",15330,2018,13569,0.885127201565558
"609",648759,"420082",68545,2018,45532,0.664264351885623
"610",648981,"420089",47450,2018,17342,0.365479452054795
"611",648982,"422007",14600,2018,13701,0.938424657534247
"612",650368,"420087",115340,2018,54369,0.471380267036587
"613",650369,"420101",14965,2018,10330,0.690277313732041
"614",650370,"420104",30660,2018,9280,0.302674494455316
"615",650371,"423030",15330,2018,10490,0.684279191128506
"616",650372,"423031",14600,2018,11815,0.809246575342466
"617",651483,"420080",33945,2018,22710,0.669023420238621
"618",651956,"421302",9125,2018,17,0.00186301369863014
"619",653091,"420011",15330,2018,2551,0.166405740378343
"620",653093,"420051",185785,2018,138966,0.747993648572274
"621",654485,"420079",152205,2018,115709,0.760218126868368
"622",654487,"423028",18250,2018,15972,0.875178082191781
"623",654657,"420010",42340,2018,14694,0.347047709022201
"624",654978,"420085",118625,2018,101610,0.856564805057956
"625",655234,"420083",20608,2018,10425,0.50587150621118
"626",655331,"420091",86022,2018,35257,0.409860268303457
"627",655592,"420043",17870,2018,6598,0.369222160044768
"628",655837,"420002",97820,2018,70044,0.716049887548559
"629",659725,"420053",17520,2018,6908,0.394292237442922
"630",660706,"424005",166805,2018,149244,0.89472138125356
"631",661103,"420066",9490,2018,2537,0.267334035827187
"632",661648,"420065",68985,2018,38419,0.556918170616801
"633",662839,"422009",11680,2018,8338,0.713869863013699
"634",663194,"423025",35040,2018,25627,0.731364155251142
"635",663195,"423026",32120,2018,16178,0.503673723536737
"636",663196,"423027",17885,2018,11545,0.645512999720436
"637",663197,"423029",21900,2018,17170,0.784018264840183
"638",663252,"420004",248064,2018,216912,0.874419504643963
"639",663990,"420023",116435,2018,87037,0.747515781337227
"640",663991,"420027",133955,2018,83722,0.625000933149192
"641",663993,"423032",16378,2018,8016,0.489437049700818
"642",664131,"422005",21535,2018,15972,0.741676340840492
"643",664698,"420073",159140,2018,130080,0.817393490008797
"644",665396,"424011",47815,2018,45513,0.951856112098714
"645",665475,"420020",47815,2018,15626,0.32680121300847
"646",665477,"420098",42247,2018,25560,0.605013373730679
"647",666762,"420018",245180,2018,173843,0.70904233624276
"648",666764,"420070",63145,2018,47458,0.751571779238261
"649",666765,"420086",101470,2018,66421,0.654587562826451
"650",666931,"420049",60590,2018,36980,0.610331737910546
"651",667148,"420078",248930,2018,195977,0.787277547905034
